Comunidades y ciudades autónomas;Ramas de actividad;Magnitud;Periodo;Total
Extremadura;O_Q. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales;Valor;2018;4.809.472
Extremadura;O_Q. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales;Valor;2017;4.618.510
Extremadura;O_Q. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales;Valor;2016;4.583.399
Extremadura;O_Q. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales;Tasas de variación interanuales;2022(A);6,5
Extremadura;O_Q. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales;Tasas de variación interanuales;2021(P);-0,9
Extremadura;O_Q. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales;Tasas de variación interanuales;2020;0,8
Extremadura;O_Q. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales;Tasas de variación interanuales;2019;4,4
Extremadura;O_Q. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales;Tasas de variación interanuales;2018;4,1
Extremadura;O_Q. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales;Tasas de variación interanuales;2017;0,8
Extremadura;O_Q. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales;Tasas de variación interanuales;2016;..
Extremadura;O_Q. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales;Estructura porcentual;2022(A);23,7
Extremadura;O_Q. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales;Estructura porcentual;2021(P);24,3
Extremadura;O_Q. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales;Estructura porcentual;2020;26,9
Extremadura;O_Q. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales;Estructura porcentual;2019;24,5
Extremadura;O_Q. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales;Estructura porcentual;2018;23,9
Extremadura;O_Q. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales;Estructura porcentual;2017;23,6
Extremadura;O_Q. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales;Estructura porcentual;2016;24,8
Extremadura;R_U. Actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;Valor;2022(A);813.488
Extremadura;R_U. Actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;Valor;2021(P);711.026
Extremadura;R_U. Actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;Valor;2020;697.822
Extremadura;R_U. Actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;Valor;2019;868.094
Extremadura;R_U. Actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;Valor;2018;830.942
Extremadura;R_U. Actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;Valor;2017;806.179
Extremadura;R_U. Actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;Valor;2016;746.597
Extremadura;R_U. Actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;Tasas de variación interanuales;2022(A);14,4
Extremadura;R_U. Actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;Tasas de variación interanuales;2021(P);1,9
Extremadura;R_U. Actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;Tasas de variación interanuales;2020;-19,6
Extremadura;R_U. Actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;Tasas de variación interanuales;2019;4,5
Extremadura;R_U. Actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;Tasas de variación interanuales;2018;3,1
Extremadura;R_U. Actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;Tasas de variación interanuales;2017;8
Extremadura;R_U. Actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;Tasas de variación interanuales;2016;..
Extremadura;R_U. Actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;Estructura porcentual;2022(A);3,6
Extremadura;R_U. Actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;Estructura porcentual;2021(P);3,4
Extremadura;R_U. Actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;Estructura porcentual;2020;3,7
Extremadura;R_U. Actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;Estructura porcentual;2019;4,2
Extremadura;R_U. Actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;Estructura porcentual;2018;4,1
Extremadura;R_U. Actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;Estructura porcentual;2017;4,1
Extremadura;R_U. Actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;Estructura porcentual;2016;4
Extremadura;Valor añadido bruto total;Valor;2022(A);20.510.240
Extremadura;Valor añadido bruto total;Valor;2021(P);18.682.615
Extremadura;Valor añadido bruto total;Valor;2020;17.191.540
Extremadura;Valor añadido bruto total;Valor;2019;18.573.380
Extremadura;Valor añadido bruto total;Valor;2018;18.181.518
Extremadura;Valor añadido bruto total;Valor;2017;17.711.582
Extremadura;Valor añadido bruto total;Valor;2016;16.792.035
Extremadura;Valor añadido bruto total;Tasas de variación interanuales;2022(A);9,8
Extremadura;Valor añadido bruto total;Tasas de variación interanuales;2021(P);8,7
Extremadura;Valor añadido bruto total;Tasas de variación interanuales;2020;-7,4
Extremadura;Valor añadido bruto total;Tasas de variación interanuales;2019;2,2
Extremadura;Valor añadido bruto total;Tasas de variación interanuales;2018;2,7
Extremadura;Valor añadido bruto total;Tasas de variación interanuales;2017;5,5
Extremadura;Valor añadido bruto total;Tasas de variación interanuales;2016;..
Extremadura;Valor añadido bruto total;Estructura porcentual;2022(A);91
Extremadura;Valor añadido bruto total;Estructura porcentual;2021(P);90,5
Extremadura;Valor añadido bruto total;Estructura porcentual;2020;91,2
Extremadura;Valor añadido bruto total;Estructura porcentual;2019;90,7
Extremadura;Valor añadido bruto total;Estructura porcentual;2018;90,5
Extremadura;Valor añadido bruto total;Estructura porcentual;2017;90,7
Extremadura;Valor añadido bruto total;Estructura porcentual;2016;90,7
Extremadura;Impuestos netos sobre los productos;Valor;2022(A);2.020.597
Extremadura;Impuestos netos sobre los productos;Valor;2021(P);1.967.122
Extremadura;Impuestos netos sobre los productos;Valor;2020;1.648.700
Extremadura;Impuestos netos sobre los productos;Valor;2019;1.905.548
Extremadura;Impuestos netos sobre los productos;Valor;2018;1.909.892
Extremadura;Impuestos netos sobre los productos;Valor;2017;1.826.731
Extremadura;Impuestos netos sobre los productos;Valor;2016;1.712.832
Extremadura;Impuestos netos sobre los productos;Tasas de variación interanuales;2022(A);2,7
Extremadura;Impuestos netos sobre los productos;Tasas de variación interanuales;2021(P);19,3
Extremadura;Impuestos netos sobre los productos;Tasas de variación interanuales;2020;-13,5
Extremadura;Impuestos netos sobre los productos;Tasas de variación interanuales;2019;-0,2
Extremadura;Impuestos netos sobre los productos;Tasas de variación interanuales;2018;4,6
Extremadura;Impuestos netos sobre los productos;Tasas de variación interanuales;2017;6,6
Extremadura;Impuestos netos sobre los productos;Tasas de variación interanuales;2016;..
Extremadura;Impuestos netos sobre los productos;Estructura porcentual;2022(A);9
Extremadura;Impuestos netos sobre los productos;Estructura porcentual;2021(P);9,5
Extremadura;Impuestos netos sobre los productos;Estructura porcentual;2020;8,8
Extremadura;Impuestos netos sobre los productos;Estructura porcentual;2019;9,3
Extremadura;Impuestos netos sobre los productos;Estructura porcentual;2018;9,5
Extremadura;Impuestos netos sobre los productos;Estructura porcentual;2017;9,3
Extremadura;Impuestos netos sobre los productos;Estructura porcentual;2016;9,3
Extremadura;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;Valor;2022(A);22.530.837
Extremadura;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;Valor;2021(P);20.649.737
Extremadura;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;Valor;2020;18.840.240
Extremadura;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;Valor;2019;20.478.928
Extremadura;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;Valor;2018;20.091.410
Extremadura;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;Valor;2017;19.538.313
Extremadura;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;Valor;2016;18.504.867
Extremadura;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;Tasas de variación interanuales;2022(A);9,1
Extremadura;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;Tasas de variación interanuales;2021(P);9,6
Extremadura;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;Tasas de variación interanuales;2020;-8
Extremadura;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;Tasas de variación interanuales;2019;1,9
Extremadura;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;Tasas de variación interanuales;2018;2,8
Extremadura;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;Tasas de variación interanuales;2017;5,6
Extremadura;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;Tasas de variación interanuales;2016;..
Extremadura;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;Estructura porcentual;2022(A);100
Extremadura;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;Estructura porcentual;2021(P);100
Extremadura;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;Estructura porcentual;2020;100
Extremadura;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;Estructura porcentual;2019;100
Extremadura;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;Estructura porcentual;2018;100
Extremadura;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;Estructura porcentual;2017;100
Extremadura;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;Estructura porcentual;2016;100
Galicia;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;Valor;2022(A);69.829.687
Galicia;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;Valor;2021(P);63.835.884
Galicia;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;Valor;2020;58.663.128
Galicia;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;Valor;2019;64.220.115
Galicia;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;Valor;2018;62.425.422
Galicia;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;Valor;2017;60.397.896
Galicia;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;Valor;2016;58.271.372
Galicia;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;Tasas de variación interanuales;2022(A);9,4
Galicia;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;Tasas de variación interanuales;2021(P);8,8
Galicia;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;Tasas de variación interanuales;2020;-8,7
Galicia;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;Tasas de variación interanuales;2019;2,9
Galicia;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;Tasas de variación interanuales;2018;3,4
Galicia;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;Tasas de variación interanuales;2017;3,6
Galicia;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;Tasas de variación interanuales;2016;..
Galicia;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;Estructura porcentual;2022(A);100
Galicia;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;Estructura porcentual;2021(P);100
Galicia;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;Estructura porcentual;2020;100
Galicia;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;Estructura porcentual;2019;100
Galicia;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;Estructura porcentual;2018;100
Galicia;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;Estructura porcentual;2017;100
Galicia;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;Estructura porcentual;2016;100
Galicia;A. Agricultura, ganadería, silvicultura y pesca;Valor;2022(A);2.559.409
Galicia;A. Agricultura, ganadería, silvicultura y pesca;Valor;2021(P);2.743.568
Galicia;A. Agricultura, ganadería, silvicultura y pesca;Valor;2020;2.572.987
Galicia;A. Agricultura, ganadería, silvicultura y pesca;Valor;2019;3.005.687
Galicia;A. Agricultura, ganadería, silvicultura y pesca;Valor;2018;2.945.346
Galicia;A. Agricultura, ganadería, silvicultura y pesca;Valor;2017;3.030.050
Galicia;A. Agricultura, ganadería, silvicultura y pesca;Valor;2016;3.116.548
Galicia;A. Agricultura, ganadería, silvicultura y pesca;Tasas de variación interanuales;2022(A);-6,7
Galicia;A. Agricultura, ganadería, silvicultura y pesca;Tasas de variación interanuales;2021(P);6,6
Galicia;A. Agricultura, ganadería, silvicultura y pesca;Tasas de variación interanuales;2020;-14,4
Galicia;A. Agricultura, ganadería, silvicultura y pesca;Tasas de variación interanuales;2019;2
Galicia;A. Agricultura, ganadería, silvicultura y pesca;Tasas de variación interanuales;2018;-2,8
Galicia;A. Agricultura, ganadería, silvicultura y pesca;Tasas de variación interanuales;2017;-2,8
Galicia;A. Agricultura, ganadería, silvicultura y pesca;Tasas de variación interanuales;2016;..
Galicia;A. Agricultura, ganadería, silvicultura y pesca;Estructura porcentual;2022(A);3,7
Galicia;A. Agricultura, ganadería, silvicultura y pesca;Estructura porcentual;2021(P);4,3
Galicia;A. Agricultura, ganadería, silvicultura y pesca;Estructura porcentual;2020;4,4
Galicia;A. Agricultura, ganadería, silvicultura y pesca;Estructura porcentual;2019;4,7
Galicia;A. Agricultura, ganadería, silvicultura y pesca;Estructura porcentual;2018;4,7
Galicia;A. Agricultura, ganadería, silvicultura y pesca;Estructura porcentual;2017;5
Galicia;A. Agricultura, ganadería, silvicultura y pesca;Estructura porcentual;2016;5,3
Galicia;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Valor;2022(A);12.422.094
Galicia;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Valor;2021(P);10.956.424
Galicia;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Valor;2020;9.535.378
Galicia;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Valor;2019;10.374.129
Galicia;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Valor;2018;10.352.977
Galicia;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Valor;2017;10.033.037
Galicia;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Valor;2016;9.394.685
Galicia;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Tasas de variación interanuales;2022(A);13,4
Galicia;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Tasas de variación interanuales;2021(P);14,9
Galicia;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Tasas de variación interanuales;2020;-8,1
Galicia;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Tasas de variación interanuales;2019;0,2
Galicia;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Tasas de variación interanuales;2018;3,2
Galicia;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Tasas de variación interanuales;2017;6,8
Galicia;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Tasas de variación interanuales;2016;..
Galicia;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Estructura porcentual;2022(A);17,8
Galicia;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Estructura porcentual;2021(P);17,2
Galicia;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Estructura porcentual;2020;16,3
Galicia;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Estructura porcentual;2019;16,2
Galicia;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Estructura porcentual;2018;16,6
Galicia;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Estructura porcentual;2017;16,6
Galicia;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Estructura porcentual;2016;16,1
Galicia;C. - De las cuales: Industria manufacturera;Valor;2022(A);8.750.183
Galicia;C. - De las cuales: Industria manufacturera;Valor;2021(P);8.071.366
Galicia;C. - De las cuales: Industria manufacturera;Valor;2020;7.121.925
Galicia;C. - De las cuales: Industria manufacturera;Valor;2019;7.931.206
Galicia;C. - De las cuales: Industria manufacturera;Valor;2018;7.777.648
Galicia;C. - De las cuales: Industria manufacturera;Valor;2017;7.659.981
Galicia;C. - De las cuales: Industria manufacturera;Valor;2016;7.110.395
Galicia;C. - De las cuales: Industria manufacturera;Tasas de variación interanuales;2022(A);8,4
Galicia;C. - De las cuales: Industria manufacturera;Tasas de variación interanuales;2021(P);13,3
Galicia;C. - De las cuales: Industria manufacturera;Tasas de variación interanuales;2020;-10,2
Galicia;C. - De las cuales: Industria manufacturera;Tasas de variación interanuales;2019;2
Galicia;C. - De las cuales: Industria manufacturera;Tasas de variación interanuales;2018;1,5
Galicia;C. - De las cuales: Industria manufacturera;Tasas de variación interanuales;2017;7,7
Galicia;C. - De las cuales: Industria manufacturera;Tasas de variación interanuales;2016;..
Galicia;C. - De las cuales: Industria manufacturera;Estructura porcentual;2022(A);12,5
Galicia;C. - De las cuales: Industria manufacturera;Estructura porcentual;2021(P);12,6
Galicia;C. - De las cuales: Industria manufacturera;Estructura porcentual;2020;12,1
Galicia;C. - De las cuales: Industria manufacturera;Estructura porcentual;2019;12,4
Galicia;C. - De las cuales: Industria manufacturera;Estructura porcentual;2018;12,5
Galicia;C. - De las cuales: Industria manufacturera;Estructura porcentual;2017;12,7
Galicia;C. - De las cuales: Industria manufacturera;Estructura porcentual;2016;12,2
Galicia;F. Construcción;Valor;2022(A);3.933.964
Galicia;F. Construcción;Valor;2021(P);3.757.685
Galicia;F. Construcción;Valor;2020;3.740.159
Galicia;F. Construcción;Valor;2019;4.212.463
Galicia;F. Construcción;Valor;2018;3.897.747
Galicia;F. Construcción;Valor;2017;3.802.130
Galicia;F. Construcción;Valor;2016;3.694.716
Galicia;F. Construcción;Tasas de variación interanuales;2022(A);4,7
Galicia;F. Construcción;Tasas de variación interanuales;2021(P);0,5
Galicia;F. Construcción;Tasas de variación interanuales;2020;-11,2
Galicia;F. Construcción;Tasas de variación interanuales;2019;8,1
Galicia;F. Construcción;Tasas de variación interanuales;2018;2,5
Galicia;F. Construcción;Tasas de variación interanuales;2017;2,9
Galicia;F. Construcción;Tasas de variación interanuales;2016;..
Galicia;F. Construcción;Estructura porcentual;2022(A);5,6
Galicia;F. Construcción;Estructura porcentual;2021(P);5,9
Galicia;F. Construcción;Estructura porcentual;2020;6,4
Galicia;F. Construcción;Estructura porcentual;2019;6,6
Galicia;F. Construcción;Estructura porcentual;2018;6,2
Galicia;F. Construcción;Estructura porcentual;2017;6,3
Galicia;F. Construcción;Estructura porcentual;2016;6,3
Galicia;G_I. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería;Valor;2022(A);15.790.169
Galicia;G_I. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería;Valor;2021(P);12.977.144
Galicia;G_I. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería;Valor;2020;11.107.925
Galicia;G_I. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería;Valor;2019;13.621.415
Galicia;G_I. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería;Valor;2018;13.243.882
Galicia;G_I. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería;Valor;2017;12.841.457
Galicia;G_I. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería;Valor;2016;12.357.449
Galicia;G_I. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería;Tasas de variación interanuales;2022(A);21,7
Galicia;G_I. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería;Tasas de variación interanuales;2021(P);16,8
Galicia;G_I. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería;Tasas de variación interanuales;2020;-18,5
Galicia;G_I. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería;Tasas de variación interanuales;2019;2,9
Galicia;G_I. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería;Tasas de variación interanuales;2018;3,1
Galicia;G_I. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería;Tasas de variación interanuales;2017;3,9
Galicia;G_I. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería;Tasas de variación interanuales;2016;..
Galicia;G_I. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería;Estructura porcentual;2022(A);22,6
Galicia;G_I. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería;Estructura porcentual;2021(P);20,3
Galicia;G_I. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería;Estructura porcentual;2020;18,9
Galicia;G_I. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería;Estructura porcentual;2019;21,2
Galicia;G_I. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería;Estructura porcentual;2018;21,2
Galicia;G_I. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería;Estructura porcentual;2017;21,3
Galicia;G_I. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería;Estructura porcentual;2016;21,2
Galicia;J. Información y comunicaciones;Valor;2022(A);1.446.939
Galicia;J. Información y comunicaciones;Valor;2021(P);1.343.283
Galicia;J. Información y comunicaciones;Valor;2020;1.314.894
Galicia;J. Información y comunicaciones;Valor;2019;1.287.313
Galicia;J. Información y comunicaciones;Valor;2018;1.189.200
Galicia;J. Información y comunicaciones;Valor;2017;1.221.093
Galicia;J. Información y comunicaciones;Valor;2016;1.149.947
Galicia;J. Información y comunicaciones;Tasas de variación interanuales;2022(A);7,7
Galicia;J. Información y comunicaciones;Tasas de variación interanuales;2021(P);2,2
Galicia;J. Información y comunicaciones;Tasas de variación interanuales;2020;2,1
Galicia;J. Información y comunicaciones;Tasas de variación interanuales;2019;8,3
Galicia;J. Información y comunicaciones;Tasas de variación interanuales;2018;-2,6
Galicia;J. Información y comunicaciones;Tasas de variación interanuales;2017;6,2
Galicia;J. Información y comunicaciones;Tasas de variación interanuales;2016;..
Galicia;J. Información y comunicaciones;Estructura porcentual;2022(A);2,1
Galicia;J. Información y comunicaciones;Estructura porcentual;2021(P);2,1
Galicia;J. Información y comunicaciones;Estructura porcentual;2020;2,2
Galicia;J. Información y comunicaciones;Estructura porcentual;2019;2
Galicia;J. Información y comunicaciones;Estructura porcentual;2018;1,9
Galicia;J. Información y comunicaciones;Estructura porcentual;2017;2
Galicia;J. Información y comunicaciones;Estructura porcentual;2016;2
Galicia;K. Actividades financieras y de seguros;Valor;2022(A);2.302.396
Galicia;K. Actividades financieras y de seguros;Valor;2021(P);2.016.159
Galicia;K. Actividades financieras y de seguros;Valor;2020;1.994.468
Galicia;K. Actividades financieras y de seguros;Valor;2019;1.899.324
Galicia;K. Actividades financieras y de seguros;Valor;2018;1.932.657
Galicia;K. Actividades financieras y de seguros;Valor;2017;1.730.166
Galicia;K. Actividades financieras y de seguros;Valor;2016;1.660.969
Galicia;K. Actividades financieras y de seguros;Tasas de variación interanuales;2022(A);14,2
Galicia;K. Actividades financieras y de seguros;Tasas de variación interanuales;2021(P);1,1
Galicia;K. Actividades financieras y de seguros;Tasas de variación interanuales;2020;5
Galicia;K. Actividades financieras y de seguros;Tasas de variación interanuales;2019;-1,7
Galicia;K. Actividades financieras y de seguros;Tasas de variación interanuales;2018;11,7
Galicia;K. Actividades financieras y de seguros;Tasas de variación interanuales;2017;4,2
Galicia;K. Actividades financieras y de seguros;Tasas de variación interanuales;2016;..
Galicia;K. Actividades financieras y de seguros;Estructura porcentual;2022(A);3,3
Galicia;K. Actividades financieras y de seguros;Estructura porcentual;2021(P);3,2
Galicia;K. Actividades financieras y de seguros;Estructura porcentual;2020;3,4
Galicia;K. Actividades financieras y de seguros;Estructura porcentual;2019;3
Galicia;K. Actividades financieras y de seguros;Estructura porcentual;2018;3,1
Galicia;K. Actividades financieras y de seguros;Estructura porcentual;2017;2,9
Galicia;K. Actividades financieras y de seguros;Estructura porcentual;2016;2,9
Galicia;L. Actividades inmobiliarias;Valor;2022(A);6.581.819
Galicia;L. Actividades inmobiliarias;Valor;2021(P);6.252.919
