Comunidades y ciudades autónomas;Ramas de actividad;Magnitud;Periodo;Total
Galicia;L. Actividades inmobiliarias;Valor;2020;6.104.198
Galicia;L. Actividades inmobiliarias;Valor;2019;6.098.915
Galicia;L. Actividades inmobiliarias;Valor;2018;5.931.503
Galicia;L. Actividades inmobiliarias;Valor;2017;5.754.486
Galicia;L. Actividades inmobiliarias;Valor;2016;5.642.017
Galicia;L. Actividades inmobiliarias;Tasas de variación interanuales;2022(A);5,3
Galicia;L. Actividades inmobiliarias;Tasas de variación interanuales;2021(P);2,4
Galicia;L. Actividades inmobiliarias;Tasas de variación interanuales;2020;0,1
Galicia;L. Actividades inmobiliarias;Tasas de variación interanuales;2019;2,8
Galicia;L. Actividades inmobiliarias;Tasas de variación interanuales;2018;3,1
Galicia;L. Actividades inmobiliarias;Tasas de variación interanuales;2017;2
Galicia;L. Actividades inmobiliarias;Tasas de variación interanuales;2016;..
Galicia;L. Actividades inmobiliarias;Estructura porcentual;2022(A);9,4
Galicia;L. Actividades inmobiliarias;Estructura porcentual;2021(P);9,8
Galicia;L. Actividades inmobiliarias;Estructura porcentual;2020;10,4
Galicia;L. Actividades inmobiliarias;Estructura porcentual;2019;9,5
Galicia;L. Actividades inmobiliarias;Estructura porcentual;2018;9,5
Galicia;L. Actividades inmobiliarias;Estructura porcentual;2017;9,5
Galicia;L. Actividades inmobiliarias;Estructura porcentual;2016;9,7
Galicia;M_N. Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;Valor;2022(A);4.398.872
Galicia;M_N. Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;Valor;2021(P);4.136.631
Galicia;M_N. Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;Valor;2020;3.823.881
Galicia;M_N. Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;Valor;2019;4.069.349
Galicia;M_N. Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;Valor;2018;3.779.097
Galicia;M_N. Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;Valor;2017;3.587.291
Galicia;M_N. Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;Valor;2016;3.506.609
Galicia;M_N. Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;Tasas de variación interanuales;2022(A);6,3
Galicia;M_N. Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;Tasas de variación interanuales;2021(P);8,2
Galicia;M_N. Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;Tasas de variación interanuales;2020;-6
Galicia;M_N. Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;Tasas de variación interanuales;2019;7,7
Galicia;M_N. Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;Tasas de variación interanuales;2018;5,3
Galicia;M_N. Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;Tasas de variación interanuales;2017;2,3
Galicia;M_N. Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;Tasas de variación interanuales;2016;..
Galicia;M_N. Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;Estructura porcentual;2022(A);6,3
Galicia;M_N. Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;Estructura porcentual;2021(P);6,5
Galicia;M_N. Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;Estructura porcentual;2020;6,5
Galicia;M_N. Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;Estructura porcentual;2019;6,3
Galicia;M_N. Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;Estructura porcentual;2018;6,1
Galicia;M_N. Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;Estructura porcentual;2017;5,9
Galicia;M_N. Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;Estructura porcentual;2016;6
Galicia;O_Q. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales;Valor;2022(A);11.597.495
Galicia;O_Q. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales;Valor;2021(P);11.367.441
Galicia;O_Q. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales;Valor;2020;11.195.912
Galicia;O_Q. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales;Valor;2019;11.013.186
Galicia;O_Q. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales;Valor;2018;10.577.507
Galicia;O_Q. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales;Valor;2017;10.233.688
Galicia;O_Q. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales;Valor;2016;9.988.207
Galicia;O_Q. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales;Tasas de variación interanuales;2022(A);2
Galicia;O_Q. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales;Tasas de variación interanuales;2021(P);1,5
Galicia;O_Q. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales;Tasas de variación interanuales;2020;1,7
Galicia;O_Q. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales;Tasas de variación interanuales;2019;4,1
Galicia;O_Q. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales;Tasas de variación interanuales;2018;3,4
Galicia;O_Q. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales;Tasas de variación interanuales;2017;2,5
Galicia;O_Q. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales;Tasas de variación interanuales;2016;..
Galicia;O_Q. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales;Estructura porcentual;2022(A);16,6
Galicia;O_Q. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales;Estructura porcentual;2021(P);17,8
Galicia;O_Q. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales;Estructura porcentual;2020;19,1
Galicia;O_Q. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales;Estructura porcentual;2019;17,1
Galicia;O_Q. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales;Estructura porcentual;2018;16,9
Galicia;O_Q. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales;Estructura porcentual;2017;16,9
Galicia;O_Q. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales;Estructura porcentual;2016;17,1
Galicia;R_U. Actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;Valor;2022(A);2.534.105
Galicia;R_U. Actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;Valor;2021(P);2.203.537
Galicia;R_U. Actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;Valor;2020;2.139.745
Galicia;R_U. Actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;Valor;2019;2.662.703
Galicia;R_U. Actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;Valor;2018;2.641.337
Galicia;R_U. Actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;Valor;2017;2.517.607
Galicia;R_U. Actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;Valor;2016;2.366.560
Galicia;R_U. Actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;Tasas de variación interanuales;2022(A);15
Galicia;R_U. Actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;Tasas de variación interanuales;2021(P);3
Galicia;R_U. Actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;Tasas de variación interanuales;2020;-19,6
Galicia;R_U. Actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;Tasas de variación interanuales;2019;0,8
Galicia;R_U. Actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;Tasas de variación interanuales;2018;4,9
Galicia;R_U. Actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;Tasas de variación interanuales;2017;6,4
Galicia;R_U. Actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;Tasas de variación interanuales;2016;..
Galicia;R_U. Actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;Estructura porcentual;2022(A);3,6
Galicia;R_U. Actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;Estructura porcentual;2021(P);3,5
Galicia;R_U. Actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;Estructura porcentual;2020;3,6
Galicia;R_U. Actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;Estructura porcentual;2019;4,1
Galicia;R_U. Actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;Estructura porcentual;2018;4,2
Galicia;R_U. Actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;Estructura porcentual;2017;4,2
Galicia;R_U. Actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;Estructura porcentual;2016;4,1
Galicia;Valor añadido bruto total;Valor;2022(A);63.567.262
Galicia;Valor añadido bruto total;Valor;2021(P);57.754.791
Galicia;Valor añadido bruto total;Valor;2020;53.529.547
Galicia;Valor añadido bruto total;Valor;2019;58.244.484
Galicia;Valor añadido bruto total;Valor;2018;56.491.253
Galicia;Valor añadido bruto total;Valor;2017;54.751.005
Galicia;Valor añadido bruto total;Valor;2016;52.877.707
Galicia;Valor añadido bruto total;Tasas de variación interanuales;2022(A);10,1
Galicia;Valor añadido bruto total;Tasas de variación interanuales;2021(P);7,9
Galicia;Valor añadido bruto total;Tasas de variación interanuales;2020;-8,1
Galicia;Valor añadido bruto total;Tasas de variación interanuales;2019;3,1
Galicia;Valor añadido bruto total;Tasas de variación interanuales;2018;3,2
Galicia;Valor añadido bruto total;Tasas de variación interanuales;2017;3,5
Galicia;Valor añadido bruto total;Tasas de variación interanuales;2016;..
Galicia;Valor añadido bruto total;Estructura porcentual;2022(A);91
Galicia;Valor añadido bruto total;Estructura porcentual;2021(P);90,5
Galicia;Valor añadido bruto total;Estructura porcentual;2020;91,2
Galicia;Valor añadido bruto total;Estructura porcentual;2019;90,7
Galicia;Valor añadido bruto total;Estructura porcentual;2018;90,5
Galicia;Valor añadido bruto total;Estructura porcentual;2017;90,7
Galicia;Valor añadido bruto total;Estructura porcentual;2016;90,7
Galicia;Impuestos netos sobre los productos;Valor;2022(A);6.262.425
Galicia;Impuestos netos sobre los productos;Valor;2021(P);6.081.093
Galicia;Impuestos netos sobre los productos;Valor;2020;5.133.581
Galicia;Impuestos netos sobre los productos;Valor;2019;5.975.631
Galicia;Impuestos netos sobre los productos;Valor;2018;5.934.169
Galicia;Impuestos netos sobre los productos;Valor;2017;5.646.891
Galicia;Impuestos netos sobre los productos;Valor;2016;5.393.665
Galicia;Impuestos netos sobre los productos;Tasas de variación interanuales;2022(A);3
Galicia;Impuestos netos sobre los productos;Tasas de variación interanuales;2021(P);18,5
Galicia;Impuestos netos sobre los productos;Tasas de variación interanuales;2020;-14,1
Galicia;Impuestos netos sobre los productos;Tasas de variación interanuales;2019;0,7
Galicia;Impuestos netos sobre los productos;Tasas de variación interanuales;2018;5,1
Galicia;Impuestos netos sobre los productos;Tasas de variación interanuales;2017;4,7
Galicia;Impuestos netos sobre los productos;Tasas de variación interanuales;2016;..
