Agregados macroeconómicos;Total CNAE;CNAE Agrupación A10;CNAE Agrupación A21;CNAE Agrupación A64;Periodo;Total
Sueldos y salarios;Total CNAE;MN Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;M Actividades profesionales, científicas y técnicas;69-70 Actividades jurídicas y de contabilidad, actividades de las sedes centrales, actividades de consultoría de gestión empresarial;2012;8.023
Sueldos y salarios;Total CNAE;MN Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;M Actividades profesionales, científicas y técnicas;69-70 Actividades jurídicas y de contabilidad, actividades de las sedes centrales, actividades de consultoría de gestión empresarial;2011;8.169
Sueldos y salarios;Total CNAE;MN Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;M Actividades profesionales, científicas y técnicas;69-70 Actividades jurídicas y de contabilidad, actividades de las sedes centrales, actividades de consultoría de gestión empresarial;2010;8.041
Sueldos y salarios;Total CNAE;MN Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;M Actividades profesionales, científicas y técnicas;69-70 Actividades jurídicas y de contabilidad, actividades de las sedes centrales, actividades de consultoría de gestión empresarial;2009;8.213
Sueldos y salarios;Total CNAE;MN Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;M Actividades profesionales, científicas y técnicas;69-70 Actividades jurídicas y de contabilidad, actividades de las sedes centrales, actividades de consultoría de gestión empresarial;2008;7.763
Sueldos y salarios;Total CNAE;MN Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;M Actividades profesionales, científicas y técnicas;69-70 Actividades jurídicas y de contabilidad, actividades de las sedes centrales, actividades de consultoría de gestión empresarial;2007;6.882
Sueldos y salarios;Total CNAE;MN Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;M Actividades profesionales, científicas y técnicas;69-70 Actividades jurídicas y de contabilidad, actividades de las sedes centrales, actividades de consultoría de gestión empresarial;2006;6.390
Sueldos y salarios;Total CNAE;MN Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;M Actividades profesionales, científicas y técnicas;69-70 Actividades jurídicas y de contabilidad, actividades de las sedes centrales, actividades de consultoría de gestión empresarial;2005;5.397
Sueldos y salarios;Total CNAE;MN Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;M Actividades profesionales, científicas y técnicas;69-70 Actividades jurídicas y de contabilidad, actividades de las sedes centrales, actividades de consultoría de gestión empresarial;2004;4.692
Sueldos y salarios;Total CNAE;MN Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;M Actividades profesionales, científicas y técnicas;69-70 Actividades jurídicas y de contabilidad, actividades de las sedes centrales, actividades de consultoría de gestión empresarial;2003;4.548
Sueldos y salarios;Total CNAE;MN Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;M Actividades profesionales, científicas y técnicas;69-70 Actividades jurídicas y de contabilidad, actividades de las sedes centrales, actividades de consultoría de gestión empresarial;2002;4.146
Sueldos y salarios;Total CNAE;MN Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;M Actividades profesionales, científicas y técnicas;69-70 Actividades jurídicas y de contabilidad, actividades de las sedes centrales, actividades de consultoría de gestión empresarial;2001;3.698
Sueldos y salarios;Total CNAE;MN Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;M Actividades profesionales, científicas y técnicas;69-70 Actividades jurídicas y de contabilidad, actividades de las sedes centrales, actividades de consultoría de gestión empresarial;2000;3.465
Sueldos y salarios;Total CNAE;MN Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;M Actividades profesionales, científicas y técnicas;69-70 Actividades jurídicas y de contabilidad, actividades de las sedes centrales, actividades de consultoría de gestión empresarial;1999;3.085
Sueldos y salarios;Total CNAE;MN Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;M Actividades profesionales, científicas y técnicas;69-70 Actividades jurídicas y de contabilidad, actividades de las sedes centrales, actividades de consultoría de gestión empresarial;1998;2.771
Sueldos y salarios;Total CNAE;MN Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;M Actividades profesionales, científicas y técnicas;69-70 Actividades jurídicas y de contabilidad, actividades de las sedes centrales, actividades de consultoría de gestión empresarial;1997;2.492
Sueldos y salarios;Total CNAE;MN Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;M Actividades profesionales, científicas y técnicas;69-70 Actividades jurídicas y de contabilidad, actividades de las sedes centrales, actividades de consultoría de gestión empresarial;1996;2.191
Sueldos y salarios;Total CNAE;MN Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;M Actividades profesionales, científicas y técnicas;69-70 Actividades jurídicas y de contabilidad, actividades de las sedes centrales, actividades de consultoría de gestión empresarial;1995;1.995
Sueldos y salarios;Total CNAE;MN Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;M Actividades profesionales, científicas y técnicas;71 Servicios técnicos de arquitectura e ingeniería, ensayos y análisis técnicos;2024;..
Sueldos y salarios;Total CNAE;MN Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;M Actividades profesionales, científicas y técnicas;71 Servicios técnicos de arquitectura e ingeniería, ensayos y análisis técnicos;2023;9.075
Sueldos y salarios;Total CNAE;MN Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;M Actividades profesionales, científicas y técnicas;71 Servicios técnicos de arquitectura e ingeniería, ensayos y análisis técnicos;2022;7.908
Sueldos y salarios;Total CNAE;MN Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;M Actividades profesionales, científicas y técnicas;71 Servicios técnicos de arquitectura e ingeniería, ensayos y análisis técnicos;2021;7.626
Sueldos y salarios;Total CNAE;MN Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;M Actividades profesionales, científicas y técnicas;71 Servicios técnicos de arquitectura e ingeniería, ensayos y análisis técnicos;2020;6.597
Sueldos y salarios;Total CNAE;MN Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;M Actividades profesionales, científicas y técnicas;71 Servicios técnicos de arquitectura e ingeniería, ensayos y análisis técnicos;2019;7.456
Sueldos y salarios;Total CNAE;MN Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;M Actividades profesionales, científicas y técnicas;71 Servicios técnicos de arquitectura e ingeniería, ensayos y análisis técnicos;2018;6.402
Sueldos y salarios;Total CNAE;MN Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;M Actividades profesionales, científicas y técnicas;71 Servicios técnicos de arquitectura e ingeniería, ensayos y análisis técnicos;2017;6.064
Sueldos y salarios;Total CNAE;MN Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;M Actividades profesionales, científicas y técnicas;71 Servicios técnicos de arquitectura e ingeniería, ensayos y análisis técnicos;2016;5.865
Sueldos y salarios;Total CNAE;MN Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;M Actividades profesionales, científicas y técnicas;71 Servicios técnicos de arquitectura e ingeniería, ensayos y análisis técnicos;2015;5.818
Sueldos y salarios;Total CNAE;MN Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;M Actividades profesionales, científicas y técnicas;71 Servicios técnicos de arquitectura e ingeniería, ensayos y análisis técnicos;2014;5.773
Sueldos y salarios;Total CNAE;MN Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;M Actividades profesionales, científicas y técnicas;71 Servicios técnicos de arquitectura e ingeniería, ensayos y análisis técnicos;2013;5.465
Sueldos y salarios;Total CNAE;MN Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;M Actividades profesionales, científicas y técnicas;71 Servicios técnicos de arquitectura e ingeniería, ensayos y análisis técnicos;2012;5.514
Sueldos y salarios;Total CNAE;MN Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;M Actividades profesionales, científicas y técnicas;71 Servicios técnicos de arquitectura e ingeniería, ensayos y análisis técnicos;2011;5.893
Sueldos y salarios;Total CNAE;MN Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;M Actividades profesionales, científicas y técnicas;71 Servicios técnicos de arquitectura e ingeniería, ensayos y análisis técnicos;2010;6.133
Sueldos y salarios;Total CNAE;MN Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;M Actividades profesionales, científicas y técnicas;71 Servicios técnicos de arquitectura e ingeniería, ensayos y análisis técnicos;2009;6.170
Sueldos y salarios;Total CNAE;MN Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;M Actividades profesionales, científicas y técnicas;71 Servicios técnicos de arquitectura e ingeniería, ensayos y análisis técnicos;2008;6.111
Sueldos y salarios;Total CNAE;MN Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;M Actividades profesionales, científicas y técnicas;71 Servicios técnicos de arquitectura e ingeniería, ensayos y análisis técnicos;2007;5.262
Sueldos y salarios;Total CNAE;MN Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;M Actividades profesionales, científicas y técnicas;71 Servicios técnicos de arquitectura e ingeniería, ensayos y análisis técnicos;2006;4.591
Sueldos y salarios;Total CNAE;MN Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;M Actividades profesionales, científicas y técnicas;71 Servicios técnicos de arquitectura e ingeniería, ensayos y análisis técnicos;2005;3.846
Sueldos y salarios;Total CNAE;MN Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;M Actividades profesionales, científicas y técnicas;71 Servicios técnicos de arquitectura e ingeniería, ensayos y análisis técnicos;2004;3.264
Sueldos y salarios;Total CNAE;MN Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;M Actividades profesionales, científicas y técnicas;71 Servicios técnicos de arquitectura e ingeniería, ensayos y análisis técnicos;2003;3.248
Sueldos y salarios;Total CNAE;MN Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;M Actividades profesionales, científicas y técnicas;71 Servicios técnicos de arquitectura e ingeniería, ensayos y análisis técnicos;2002;2.866
Sueldos y salarios;Total CNAE;MN Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;M Actividades profesionales, científicas y técnicas;71 Servicios técnicos de arquitectura e ingeniería, ensayos y análisis técnicos;2001;2.482
Sueldos y salarios;Total CNAE;MN Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;M Actividades profesionales, científicas y técnicas;71 Servicios técnicos de arquitectura e ingeniería, ensayos y análisis técnicos;2000;2.244
Sueldos y salarios;Total CNAE;MN Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;M Actividades profesionales, científicas y técnicas;71 Servicios técnicos de arquitectura e ingeniería, ensayos y análisis técnicos;1999;2.008
Sueldos y salarios;Total CNAE;MN Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;M Actividades profesionales, científicas y técnicas;71 Servicios técnicos de arquitectura e ingeniería, ensayos y análisis técnicos;1998;1.804
Sueldos y salarios;Total CNAE;MN Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;M Actividades profesionales, científicas y técnicas;71 Servicios técnicos de arquitectura e ingeniería, ensayos y análisis técnicos;1997;1.621
